id,school_name,school_address,suburb,postcode,sector,school_type,school_lat,school_lon,state_code
132,Kaleen Primary,Ashburton Circuit,Kaleen,2617,Government,Primary School,-35.224835,149.11404,ACT
133,Kingsford Smith School,Cnr Hardwick Cres and Starke St,Holt,2615,Government,Primary School,-35.226971,149.023361,ACT
134,Latham Primary,O'Loghlen Street,Latham,2615,Government,Primary School,-35.220157,149.034298,ACT
135,Lyneham Primary,Hall Street,Lyneham,2602,Government,Primary School,-35.25148,149.124974,ACT
136,Lyons Early Childhood School,Tarraleah Crescent,Lyons,2606,Government,Primary School,-35.341633,149.076243,ACT
137,Macgregor Primary,Hirschfeld Crescent,MacGregor,2615,Government,Primary School,-35.213112,149.012349,ACT
138,Macquarie Primary,Bennelong Crescent,Macquarie,2614,Government,Primary School,-35.250069,149.059393,ACT
139,Majura Primary,Knox Street,Watson,2602,Government,Primary School,-35.238509,149.15501,ACT
140,Maribyrnong Primary,Alberga Street,Kaleen,2617,Government,Primary School,-35.235115,149.102261,ACT
141,Mawson Primary,Ainsworth Street,Mawson,2607,Government,Primary School,-35.358505,149.097655,ACT
142,Miles Franklin Primary,Alderman Street,Evatt,2617,Government,Primary School,-35.213295,149.066961,ACT
143,Monash Primary,Corlette Crescent,Monash,2904,Government,Primary School,-35.414879,149.089411,ACT
144,Mount Rogers Primary School,Alfred Hill Drive,Melba,2615,Government,Primary School,-35.208737,149.055621,ACT
145,Namadgi School,O'Halloran Circuit,Kambah,2902,Government,Primary School,-35.393842,149.064431,ACT
146,Narrabundah Early Childhood School,Kootara Crescent,Narrabundah,2604,Government,Primary School,-35.329016,149.150698,ACT
147,Neville Bonner Primary School,Mabo Boulevard,Bonner,2914,Government,Primary School,-35.161141,149.139812,ACT
148,Ngunnawal Primary,Unaipon Crescent,Ngunnawal,2913,Government,Primary School,-35.169196,149.111784,ACT
149,O'Connor Cooperative School,MacPherson Street,O'Connor,2602,Government,Primary School,-35.261994,149.120736,ACT
150,Palmerston District Primary,Kosciusko Avenue,Palmerston,2913,Government,Primary School,-35.1975,149.120303,ACT
151,Red Hill Primary,Astrolabe Street,Red Hill,2603,Government,Primary School,-35.339741,149.132893,ACT
152,Richardson Primary,May Gibbs Close,Richardson,2905,Government,Primary School,-35.428859,149.113943,ACT
153,Southern Cross Early Childhood School,Wirraway Crescent,Scullin,2614,Government,Primary School,-35.232767,149.038363,ACT
154,Taylor Primary,Marconi Crescent,Kambah,2902,Government,Primary School,-35.378318,149.064261,ACT
155,Telopea Park School,New South Wales Crescent,Barton,2600,Government,Primary School,-35.313804,149.134385,ACT
156,Theodore Primary,Lawrence-Wackett Crescent,Theodore,2905,Government,Primary School,-35.447667,149.12396,ACT
157,Torrens Primary,Ritchie Street,Torrens,2607,Government,Primary School,-35.370046,149.090949,ACT
158,Turner School,Condamine Street,Turner,2612,Government,Primary School,-35.264995,149.126081,ACT
159,Wanniassa Hills Primary,Langdon Avenue,Wanniassa,2903,Government,Primary School,-35.393069,149.095898,ACT
160,Wanniassa School,Sternberg Crescent,Wanniassa,2903,Government,Primary School,-35.394992,149.086363,ACT
161,Weetangera Primary,Southwell Street,Weetangera,2614,Government,Primary School,-35.251826,149.047137,ACT
162,Yarralumla Primary,Loftus Street,Yarralumla,2600,Government,Primary School,-35.306948,149.103234,ACT
163,Alfred Deakin High,Denison Street,Deakin,2600,Government,High School,-35.323849,149.094282,ACT
164,Amaroo School,Katherine Avenue,Amaroo,2914,Government,High School,-35.163986,149.129705,ACT
165,Belconnen High,Murranji Street,Hawker,2614,Government,High School,-35.246957,149.039298,ACT
166,Calwell High,Casey Crescent,Calwell,2905,Government,High School,-35.441052,149.117635,ACT
167,Campbell High,Treloar Crescent,Campbell,2612,Government,High School,-35.278101,149.147123,ACT
168,Canberra High,Bindubi Street,Macquarie,2614,Government,High School,-35.251302,149.074517,ACT
169,Caroline Chisholm School,Hambidge Crescent,Chisholm,2905,Government,High School,-35.418155,149.122047,ACT
170,Gold Creek School,Kelleway Street,Nicholls,2913,Government,High School,-35.181275,149.100262,ACT
171,Harrison School,Nullabor Avenue,Harrison,2914,Government,High School,-35.1975306,149.15164,ACT
172,University of Canberra High School - Kaleen,Baldwin Drive,Kaleen,2617,Government,High School,-35.225083,149.1012,ACT
173,Kingsford Smith School,Cnr Hardwick Cres and Starke St,Holt,2615,Government,High School,-35.227532,149.021001,ACT
174,Lanyon High,Heidelberg Street,Conder,2906,Government,High School,-35.460389,149.09507,ACT
175,Lyneham High,Goodwin Street,Lyneham,2602,Government,High School,-35.252379,149.130653,ACT
176,Melba Copland Secondary School,Conley Drive,Melba,2615,Government,High School,-35.21254,149.059794,ACT
177,Melrose High,Marr Street,Pearce,2607,Government,High School,-35.363475,149.089434,ACT
178,Mount Stromlo High School,Badimara Street,Waramanga,2611,Government,High School,-35.355429,149.05436,ACT
179,Namadgi School,O'Halloran Circuit,Kambah,2902,Government,High School,-35.393842,149.064431,ACT
180,Telopea Park School,New South Wales Crescent,Barton,2600,Government,High School,-35.313804,149.134385,ACT
181,Wanniassa School,Wheeler Crescent,Wanniassa,2903,Government,High School,-35.395277,149.085588,ACT
182,Alternative Education Program/Dickson College,Phillip Avenue,Dickson,2602,Government,Specialist School/Education Centre,-35.248452,149.154143,ACT
183,Alternative Education Program/Canberra College,Fremantle Drive,Stirling,2611,Government,Specialist School/Education Centre,-35.350801,149.049754,ACT
184,Birrigai Outdoor School,Tidbinbilla Road,Tharwa,2620,Government,Specialist School/Education Centre,-35.444729,148.959975,ACT
185,Black Mountain  School,Dryandra Street,O'Connor,2602,Government,Specialist School/Education Centre,-35.265224,149.112366,ACT
186,Cranleigh School,Starke Street,Holt,2615,Government,Specialist School/Education Centre,-35.224913,149.02911,ACT
187,Hospital School (The)/Canberra Hospital,Yamba Drive,Garran,2605,Government,Specialist School/Education Centre,-35.34513,149.10078,ACT
188,Instrumental Music Program c/o Kaleen High School,Baldwin Drive,Kaleen,2617,Government,Specialist School/Education Centre,-35.225083,149.1012,ACT
189,Malkara School,Wisdom Street,Garran,2605,Government,Specialist School/Education Centre,-35.337447,149.09402,ACT
190,Melrose Guidance and Counselling Service/Melrose HS,Marr Street,Pearce,2607,Government,Specialist School/Education Centre,-35.363475,149.089434,ACT
191,Turner Early Childhood Centre,Condamine Street,Turner,2612,Government,Specialist School/Education Centre,-35.264995,149.126081,ACT
192,Woden School (The),Denison Street,Deakin,2600,Government,Specialist School/Education Centre,-35.326599,149.092398,ACT
193,Northside Primary Introductory English Centre (at North Ainslie Primary School),Majura Avenue,Ainslie,2602,Government,Introductory English Centre,-35.254797,149.145509,ACT
194,Southside Primary Introductory English Centre (at Hughes Primary School),Kent Street,Hughes,2605,Government,Introductory English Centre,-35.332248,149.093456,ACT
195,Secondary Introductory English Centre (at Dickson College),Phillip Avenue,Dickson,2602,Government,Introductory English Centre,-35.249,149.153,ACT
196,Belconnen Primary Introductory English Centre (at Charnwood Dunlop Primary School),Bettington Circuit,Charnwood,2615,Government,Introductory English Centre,-35.19876,149.03622,ACT
197,Tuggeranong Introductory English Centre (at Wanniassa Hills Primary School),Langdon Avenue,Wanniassa,2903,Government,Introductory English Centre,-35.39282,149.09216,ACT
198,Gungahlin Primary Introductory English Centre (at Palmerston District Primary School),Kosciuszko Avenue,Palmerston,2913,Government,Introductory English Centre,-35.1975,149.120303,ACT
199,Blue Gum Community School,Maitland Street,Hackett,2602,Non-Government,Independent Community,-35.249947,149.162514,ACT
200,Brindabella Christian College - Lyneham Campus,Brigalow Street,Lyneham,2602,Non-Government,Independent Christian,-35.249003,149.127639,ACT
201,Brindabella Christian College - Charnwood campus,Lhotsky Street,Charnwood,2615,Non-Government,Independent Christian,-35.203094,149.0300714,ACT
202,Burgmann Anglican School - Valley Campus,Cnr Gungahlin Drive & The Valley Avenue,Gungahlin,2912,Non-Government,Independent Anglican,-35.188529,149.123672,ACT
203,Burgmann Anglican School - Ford Campus,Cnr Francis Forde Boulevarde & Hurrell Street,Forde,2914,Non-Government,Independent Anglican,-35.1709074,149.1428459,ACT
204,Canberra Christian School,Ainsworth Street,Mawson,2607,Non-Government,Independent Christian,-35.356475,149.097963,ACT
205,Canberra Girls' Grammar School,Melbourne Avenue,Deakin,2600,Non-Government,Independent Anglican,-35.31699,149.115115,ACT
206,Canberra Girls' Grammar School - Junior school campus,Grey Street,Deakin,2600,Non-Government,Independent Anglican,-35.312126,149.110759,ACT
207,Canberra Grammar School,Monaro Crescent,Red Hill,2603,Non-Government,Independent Anglican,-35.330919,149.124674,ACT
208,Canberra Grammar School - Junior school campus,Alexander Street,Red Hill,2603,Non-Government,Independent Anglican,-35.332344,149.124691,ACT
209,Canberra Grammar School - Southside - early childhood campus,Alexander Street,Red Hill,2603,Non-Government,Independent Anglican,-35.332344,149.124691,ACT
210,Canberra Grammar School - Northside - early childhood campus,Blamey Crescent,Campbell,2612,Non-Government,Independent Anglican,-35.285316,149.147091,ACT
211,Canberra Montessori School,Mulley Street,Holder,2611,Non-Government,Independent Montessori,-35.332247,149.051068,ACT
212,Covenant Christian School,Woodcock Drive,Gordon,2906,Non-Government,Independent Christian,-35.439222,149.090709,ACT
213,Daramalan College,Cowper Street,Dickson,2602,Non-Government,Independent Catholic,-35.253518,149.138695,ACT
214,Emmaus Christian School,Davenport Street,Dickson,2602,Non-Government,Independent Christian,-35.253355,149.142818,ACT
215,Good Shepherd Primary School,Burdekin Avenue,Amaroo,2914,Non-Government,Catholic systemic,-35.166843,149.123922,ACT
216,Mother Teresa - campus of Good Shepherd,Wimmera St,Harrison,2914,Non-Government,Catholic systemic,-35.1954931,149.1531305,ACT
217,St John Paul II College - secondary campus of Good Shepherd,Gungahlin Drive,Nicholls,2913,Non-Government,Catholic systemic,-35.1761942,149.0999636,ACT
218,Holy Family Parish Primary,Castleton Crescent,Gowrie,2904,Non-Government,Catholic systemic,-35.410301,149.116552,ACT
219,Holy Spirit Primary,Kelleway Avenue,Nicholls,2913,Non-Government,Catholic systemic,-35.180246,149.101809,ACT
220,Holy Trinity Primary,Theodore Street,Curtin,2605,Non-Government,Catholic systemic,-35.327679,149.081951,ACT
221,Islamic School of Canberra,Heysen Street,Weston,2602,Non-Government,Independent Islamic,-35.240588,149.15037,ACT
222,Marist College Canberra,Marr Street,Pearce,2606,Non-Government,Independent Islamic,-35.357959,149.088697,ACT
223,Merici College,Wise Street,Braddon,2612,Non-Government,Catholic systemic,-35.266525,149.137037,ACT
224,Orana Steiner School,Unwin Place,Weston,2611,Non-Government,Independent Steiner,-35.327858,149.058949,ACT
225,Radford College,College Street,Bruce,2617,Non-Government,Independent Anglican,-35.243503,149.089323,ACT
226,Rosary Primary,Fleming Street,Watson,2602,Non-Government,Catholic systemic,-35.24641,149.154682,ACT
227,Sacred Heart Primary,Murphy Street,Pearce,2607,Non-Government,Catholic systemic,-35.366936,149.084391,ACT
228,St Anthony's Primary,Wheeler Crescent,Wanniassa,2903,Non-Government,Catholic systemic,-35.394049,149.080086,ACT
229,St Bede's Primary,Nuyts Street,Red Hill,2603,Non-Government,Catholic systemic,-35.338847,149.128788,ACT
230,St Benedict's Primary,Tallara Parkway,Narrabundah,2604,Non-Government,Catholic systemic,-35.33483,149.148034,ACT
231,St Clare of Assisi Primary,Heidelberg Street,Conder,2906,Non-Government,Catholic systemic,-35.45791,149.096766,ACT
232,St Clare's College,McMillan Crescent,Griffith,2603,Non-Government,Catholic systemic,-35.323929,149.14765,ACT
233,St Edmund's College,Canberra Avenue,Griffith,2603,Non-Government,Independent Catholic,-35.32282,149.144242,ACT
234,St Francis of Assisi Primary,Casey Crescent,Calwell,2905,Non-Government,Catholic systemic,-35.440799,149.119593,ACT
235,St Francis Xavier College,Barnard Circuit,Florey,2615,Non-Government,Catholic systemic,-35.223979,149.040615,ACT
236,St John the Apostle Primary,Pawsey Circuit,Florey,2615,Non-Government,Catholic systemic,-35.225664,149.041696,ACT
237,St John Vianney's Primary,Namatjira Drive,Waramanga,2611,Non-Government,Catholic systemic,-35.351057,149.055559,ACT
238,St Joseph's Primary,Boronia Drive,O'Connor,2602,Non-Government,Catholic systemic,-35.259648,149.126375,ACT
239,St Jude's Primary,Mulley Street,Holder,2611,Non-Government,Catholic systemic,-35.333941,149.049819,ACT
240,St Mary MacKillop College - Isabella Plains Campus,Ellerston Avenue,Isabella Plains,2903,Non-Government,Catholic systemic,-35.404923,149.089258,ACT
241,St Mary MacKillop College - Wanniassa Campus,Mackinnon Street,Wanniassa,2903,Non-Government,Catholic systemic,-35.404923,149.089258,ACT
242,St Matthew's Primary,Stutchbury Street,Page,2614,Non-Government,Catholic systemic,-35.240755,149.041555,ACT
243,St Michael's Primary,Tyrell Circuit,Kaleen,2617,Non-Government,Catholic systemic,-35.223474,149.109707,ACT
244,St Monica's Primary,Moynihan Street,Evatt,2617,Non-Government,Catholic systemic,-35.213525,149.061289,ACT
245,St's Peter & Paul,Wisdom Street,Garran,2605,Non-Government,Catholic systemic,-35.339376,149.092732,ACT
246,St Thomas Aquinas Primary,Lhotsky Street,Charnwood,2615,Non-Government,Catholic systemic,-35.205121,149.029638,ACT
247,St Thomas More's Primary,White Crescent,Campbell,2612,Non-Government,Catholic systemic,-35.286717,149.156836,ACT
248,St Thomas the Apostle Primary,Boddington Crescent,Kambah,2902,Non-Government,Catholic systemic,-35.382449,149.051977,ACT
249,St Vincent's Primary,Bindel Street,Aranda,2614,Non-Government,Catholic systemic,-35.254993,149.076661,ACT
250,Taqwa School,Crofts Crescent,Spence,2615,Non-Government,Independent Islamic,-35.1981297,149.065433,ACT
251,The Galilee School,PO Box 1066,Tuggeranong,2901,Non-Government,Independent Special Assistance School,-35.380778,149.035968,ACT
252,Trinity Christian School,McBryde Crescent,Wanniassa,2903,Non-Government,Independent Christian,-35.408265,149.086051,ACT
